1.000000E-11,36697.6
1.103040E-11,34941.6
1.110820E-11,34827.1
1.216690E-11,33269.7
1.233860E-11,33051.7
1.342060E-11,31677.8
1.370590E-11,31364.9
1.480340E-11,30162
1.522400E-11,29763.9
1.632870E-11,28718.8
1.691110E-11,28242.9
1.801110E-11,27344.6
1.878420E-11,26799.5
1.986690E-11,26036.2
2.086590E-11,25428.1
2.191390E-11,24790.4
2.317700E-11,24126.8
2.417190E-11,23604.2
2.574550E-11,22890.5
2.666250E-11,22474.8
2.859710E-11,21717.4
2.940970E-11,21399.4
3.176620E-11,20603.1
3.244000E-11,20375.4
3.528470E-11,19545.7
3.578250E-11,19400.5
3.919490E-11,18541.3
3.946940E-11,18472.2
4.353620E-11,17588.4
4.802210E-11,16746.8
4.869960E-11,16637.1
5.297010E-11,15945.5
5.447530E-11,15735.1
5.842800E-11,15182.6
6.093600E-11,14879.9
6.444830E-11,14456.2
6.816290E-11,14069.2
7.108880E-11,13764.5
7.624700E-11,13300.7
7.841360E-11,13105.9
8.589150E-11,12525.5
8.649310E-11,12478.8
9.540510E-11,11881.8
9.675110E-11,11803.9
1.052350E-10,11313.3
1.089890E-10,11125.8
1.160780E-10,10772
1.236360E-10,10446.3
1.280390E-10,10256.6
1.402500E-10,9802.31
1.412310E-10,9765.8
1.557840E-10,9298.53
1.602100E-10,9175.82
1.718350E-10,8853.62
1.830220E-10,8585.93
1.895400E-10,8429.97
2.090700E-10,8026.59
2.105450E-10,8000.28
2.306120E-10,7642.51
2.439040E-10,7437.9
2.543740E-10,7276.78
2.805840E-10,6928.53
2.845420E-10,6883.12
3.094940E-10,6596.95
3.342930E-10,6351.38
3.413830E-10,6281.19
3.765580E-10,5980.53
3.982620E-10,5820.36
4.153580E-10,5694.23
4.581550E-10,5421.6
4.811920E-10,5294.9
5.053620E-10,5161.99
5.574330E-10,4914.78
5.895620E-10,4783.07
6.148690E-10,4679.35
6.782230E-10,4455.16
7.376980E-10,4273.44
7.481050E-10,4241.65
8.251880E-10,4038.33
9.102130E-10,3844.68
9.492830E-10,3767.85
1.004000E-09,3660.27
1.107450E-09,3484.63
1.221550E-09,3317.33
1.265130E-09,3262.16
1.347420E-09,3158
1.486250E-09,3006.24
1.639390E-09,2861.68
1.770750E-09,2754.59
1.808310E-09,2723.97
1.994630E-09,2592.81
2.200160E-09,2467.86
2.426850E-09,2348.83
2.639670E-09,2252.31
2.676910E-09,2235.43
2.952730E-09,2127.42
3.256970E-09,2024.54
3.592560E-09,1926.53
3.962720E-09,1833.17
4.340630E-09,1750.83
4.371030E-09,1744.21
4.821410E-09,1659.42
5.318190E-09,1578.58
5.866160E-09,1501.49
6.470590E-09,1427.98
7.137300E-09,1357.92
7.872710E-09,1291.15
8.443950E-09,1246.35
8.683890E-09,1227.54
9.578650E-09,1166.95
1.056560E-08,1109.25
1.165430E-08,1054.27
1.285510E-08,1001.86
1.408100E-08,955.547
1.417960E-08,951.898
1.542300E-08,911.204
1.564060E-08,904.234
1.689390E-08,868.706
1.725220E-08,858.768
1.850400E-08,828.019
1.902980E-08,815.39
2.026860E-08,789.014
2.099060E-08,773.991
2.220050E-08,751.656
2.315340E-08,734.458
2.414720E-08,718.421
2.524190E-08,701.053
2.530000E-08,700.185
2.751860E-08,669.307
2.790680E-08,664.015
2.993170E-08,639.477
3.078230E-08,629.385
3.255650E-08,610.669
3.395400E-08,596.24
3.541140E-08,582.877
3.745250E-08,564.567
