1.0000E-11,1159.66
1.1030E-11,1104.18
1.2167E-11,1051.36
1.3421E-11,1001.07
1.4803E-11,953.187
1.6329E-11,907.595
1.8011E-11,864.185
1.9867E-11,822.853
2.1914E-11,783.5
2.4172E-11,746.031
2.6663E-11,710.356
2.9410E-11,676.389
3.2440E-11,644.049
3.5783E-11,613.258
3.9469E-11,583.941
4.3536E-11,556.029
4.8022E-11,529.454
5.2970E-11,504.152
5.8428E-11,480.062
6.4448E-11,457.127
7.1089E-11,435.291
7.8414E-11,414.502
8.6493E-11,394.71
9.5405E-11,375.866
1.0524E-10,357.927
1.1608E-10,340.849
1.2804E-10,324.59
1.4123E-10,309.112
1.5578E-10,294.377
1.7184E-10,280.349
1.8954E-10,266.997
2.0907E-10,254.286
2.3061E-10,242.186
2.5437E-10,230.669
2.8058E-10,219.707
3.0949E-10,209.273
3.4138E-10,199.343
3.7656E-10,189.891
4.1536E-10,180.897
4.5816E-10,172.337
5.0536E-10,164.191
5.5743E-10,156.441
6.1487E-10,149.067
6.7822E-10,142.051
7.4811E-10,135.376
8.2519E-10,129.027
9.1021E-10,122.988
1.0040E-09,117.245
1.1075E-09,111.784
1.2216E-09,106.591
1.3474E-09,101.655
1.4863E-09,96.9629
1.6394E-09,92.5038
1.8083E-09,88.2668
2.0087E-09,83.9612
2.2312E-09,79.889
2.4785E-09,76.0351
2.7530E-09,72.3923
3.0581E-09,68.9472
3.3968E-09,65.6932
3.7732E-09,62.6184
4.1911E-09,59.7169
4.6556E-09,56.9778
5.1713E-09,54.3961
5.7443E-09,51.9619
6.3806E-09,49.6706
7.0877E-09,47.5134
7.8727E-09,45.4862
8.7452E-09,43.581
9.7138E-09,41.794
1.0866E-08,40.0106
1.2155E-08,38.3484
1.3596E-08,36.8013
1.5209E-08,35.3637
1.7012E-08,34.0302
1.9164E-08,32.7212
2.1587E-08,31.5182
2.4318E-08,30.4143
2.5242E-08,30.0881
2.5300E-08,30.0683
2.8700E-08,29.0336
3.2557E-08,28.0955
3.7192E-08,27.2028
4.2485E-08,26.4036
4.8875E-08,25.6547
5.6621E-08,24.9617
6.6055E-08,24.3284
7.7600E-08,23.7567
9.2455E-08,23.2271
1.1170E-07,22.7479
1.3686E-07,22.3235
1.7125E-07,21.9446
2.2037E-07,21.6084
2.9368E-07,21.3157
4.1105E-07,21.0645
6.1279E-07,20.8576
1.0076E-06,20.6923
1.9602E-06,20.5676
5.3373E-06,20.4838
4.3345E-05,20.4366
1.0373E-02,19.1491
1.9717E-02,18.1341
3.0227E-02,17.1266
3.8355E-02,16.4389
4.7659E-02,15.72
5.7766E-02,15.0198
6.7319E-02,14.4249
8.1701E-02,13.6234
9.7335E-02,12.868
1.1313E-01,12.199
1.3000E-01,11.5707
1.4542E-01,11.0732
1.6340E-01,10.5453
1.8383E-01,10.0201
2.0425E-01,9.55722
2.2468E-01,9.14601
2.4609E-01,8.76163
2.6739E-01,8.41877
2.9202E-01,8.06353
3.2226E-01,7.67657
3.5459E-01,7.31633
4.0282E-01,6.85533
4.4621E-01,6.50393
4.9364E-01,6.16975
5.5776E-01,5.78944
6.0847E-01,5.53056
6.6382E-01,5.283
7.1488E-01,5.08007
7.7131E-01,4.88001
8.3434E-01,4.68061
9.1811E-01,4.44852
1.0000E+00,4.24951
1.1155E+00,4.00986
1.2169E+00,3.8266
1.3276E+00,3.65106
1.4298E+00,3.50675
1.5426E+00,3.36392
1.6687E+00,3.22087
1.8383E+00,3.05132
2.0000E+00,2.90839
2.2310E+00,2.73227
2.4339E+00,2.59638
2.6367E+00,2.47531
2.8595E+00,2.35649
3.0638E+00,2.258
3.2909E+00,2.15863
3.5459E+00,2.05745
3.8808E+00,1.93913
4.2000E+00,1.83821
4.6325E+00,1.71844
5.0705E+00,1.61197
5.4762E+00,1.5241
5.8818E+00,1.44508
6.2875E+00,1.37359
6.6931E+00,1.30855
7.0988E+00,1.24923
7.6058E+00,1.18169
8.1129E+00,1.12066
8.6199E+00,1.06522
9.1270E+00,1.01464
9.6340E+00,0.968302
1.0000E+01,0.936877
1.0141E+01,0.925695
1.0284E+01,0.914357
1.0429E+01,0.90286
1.0500E+01,0.897253
1.0648E+01,0.886387
1.0798E+01,0.875369
1.0951E+01,0.864195
1.1000E+01,0.86058
1.1155E+01,0.850015
1.1313E+01,0.839301
1.1472E+01,0.828436
1.1500E+01,0.826541
1.1662E+01,0.816264
1.1827E+01,0.805841
1.1994E+01,0.795272
1.2000E+01,0.794868
1.2169E+01,0.784865
1.2341E+01,0.774721
1.2500E+01,0.765325
1.2676E+01,0.755585
1.2855E+01,0.745707
1.3000E+01,0.737709
1.3183E+01,0.72822
1.3369E+01,0.718597
1.3500E+01,0.711841
1.3691E+01,0.702592
1.3884E+01,0.693214
1.4000E+01,0.687562
1.4198E+01,0.678807
1.4398E+01,0.669929
1.4601E+01,0.660925
1.4807E+01,0.651794
1.5000E+01,0.643236
1.5212E+01,0.634889
1.5426E+01,0.626424
1.5644E+01,0.61784
1.5865E+01,0.609134
1.6000E+01,0.603793
1.6226E+01,0.595822
1.6455E+01,0.58774
1.6687E+01,0.579543
1.6922E+01,0.57123
1.7000E+01,0.568484
1.7240E+01,0.560862
1.7483E+01,0.553133
1.7730E+01,0.545294
1.7980E+01,0.537345
1.8000E+01,0.536705
1.8254E+01,0.529405
1.8512E+01,0.522002
1.8773E+01,0.514495
1.9000E+01,0.50796
1.9268E+01,0.500959
1.9540E+01,0.493858
1.9816E+01,0.486658
2.0000E+01,0.481841
